ano,fonte,geracao_gwh,participacao_geracao_pct,crescimento_anual_pct,renovavel,total_generation_gwh,participacao_pct
2011,Hidráulica,428332.92,95.8889617812922,,true,446696.8,95.89
2011,Nuclear,15659.38,3.5055939833788776,,false,446696.8,3.51
2011,Eólica,2704.5,0.6054442353289284,,true,446696.8,0.61
2011,Solar fotovoltaica,0.0,0.0,,true,446696.8,0.0
2012,Hidráulica,415342.18,95.16762060510564,-3.0328615453868,true,436432.24,95.17
2012,Nuclear,16038.4,3.6748889385717383,2.4204285023873284,false,436432.24,3.67
2012,Eólica,5050.05,1.157120383751609,86.72754205953042,true,436432.24,1.16
2012,Solar fotovoltaica,1.62,0.000370072571011462,inf,true,436432.24,0.0
2013,Hidráulica,390649.18,67.66081225412438,-5.945217007825154,true,577364.01,67.66
2013,Térmica,164681.94,28.523069510116567,,false,577364.01,28.52
2013,Nuclear,15449.69,2.6759010978915896,-3.6706279928172325,false,577364.01,2.68
2013,Eólica,6578.41,1.1393868829709946,30.264345285344028,true,577364.01,1.14
2013,Solar fotovoltaica,4.79,0.0008302548964765921,196.79558619938135,true,577364.01,0.0
2014,Hidráulica,373439.06,62.627464725843595,-4.405518334535485,true,596286.41,62.63
2014,Térmica,195212.45,32.73803521697447,18.539079381874778,false,596286.41,32.74
2014,Nuclear,15378.46,2.5790395768494183,-0.4610287973415672,false,596286.41,2.58
2014,Eólica,12240.35,2.05276348745179,86.0685176157283,true,596286.41,2.05
2014,Solar fotovoltaica,16.08,0.002696992880724974,235.4853447090731,true,596286.41,0.0
2015,Hidráulica,359742.81,61.32187277966848,-3.6676003475950125,true,586646.81,61.32
2015,Térmica,190485.23,32.47017179944371,-2.421581524700811,false,586646.81,32.47
2015,Eólica,21625.7,3.686324024888845,76.67552575316807,true,586646.81,3.69
2015,Nuclear,14734.15,2.5115883156698113,-4.189689579422762,false,586646.81,2.51
2015,Solar fotovoltaica,58.92,0.010043080329153402,266.36074738390636,true,586646.81,0.01
2016,Hidráulica,380910.94,65.18111821971499,5.884241102767107,true,584388.47,65.18
2016,Térmica,154039.06,26.35901673921628,-19.133331673006836,false,584388.47,26.36
2016,Eólica,33488.87,5.730583928591945,54.856807645962704,true,584388.47,5.73
2016,Nuclear,15864.34,2.7146914015685075,7.6705532690884315,false,584388.47,2.71
2016,Solar fotovoltaica,85.26,0.014589710908269528,44.71204521719472,true,584388.47,0.01
2017,Hidráulica,370906.46,62.277112846482716,-2.626463272633417,true,595574.26,62.28
2017,Térmica,165723.54,27.82583960345168,7.585403272319602,false,595574.26,27.83
2017,Eólica,42373.26,7.1146892706441385,26.529368481151504,true,595574.26,7.11
2017,Nuclear,15739.2,2.64269250598128,-0.7888585347550325,false,595574.26,2.64
2017,Solar fotovoltaica,831.81,0.13966577344017983,875.6130138861695,true,595574.26,0.14
2018,Hidráulica,388971.08,64.05947041290291,4.870397694758921,true,607203.08,64.06
2018,Térmica,150621.54,24.80579302890623,-9.112767398014054,false,607203.08,24.81
2018,Eólica,48475.14,7.983349063757938,14.400315716311507,true,607203.08,7.98
2018,Nuclear,15673.89,2.5813253586523133,-0.41494758806314147,false,607203.08,2.58
2018,Solar fotovoltaica,3461.43,0.5700621357806118,316.1311689229071,true,607203.08,0.57
2019,Hidráulica,397877.06,62.85256741773077,2.289625451954991,true,633032.31,62.85
2019,Térmica,156386.22,24.704303792349865,3.827264819791565,false,633032.31,24.7
2019,Eólica,55985.62,8.844038635628248,15.49346794409332,true,633032.31,8.84
2019,Nuclear,16128.82,2.5478674880037135,2.9025172847134018,false,633032.31,2.55
2019,Solar fotovoltaica,6654.58,1.0512226662874047,92.2491510618019,true,633032.31,1.05
2020,Hidráulica,396381.2,63.041359539087594,-0.3759606675162064,true,628763.72,63.04
2020,Térmica,150530.88,23.940770034354948,-3.744158669543318,false,628763.72,23.94
2020,Eólica,57050.71,9.073473037317251,1.9024253103551603,true,628763.72,9.07
2020,Nuclear,14052.6,2.2349569151916784,-12.872767990550592,false,628763.72,2.23
2020,Solar fotovoltaica,10748.34,1.7094404740485323,61.51797628626004,true,628763.72,1.71
2021,Hidráulica,362818.45,55.27429836323242,-8.467289741585304,true,656396.3,55.27
2021,Térmica,189835.01,28.920791885564366,26.110346571476526,false,656396.3,28.92
2021,Eólica,72285.97,11.012550575378564,26.704785156113296,true,656396.3,11.01
2021,Solar fotovoltaica,16752.28,2.5521595394978727,55.8592172497171,true,656396.3,2.55
2021,Nuclear,14704.59,2.240199636326764,4.639636173415185,false,656396.3,2.24
2022,Hidráulica,427113.55,63.07409823004338,17.7210111551936,true,677161.56,63.07
2022,Térmica,123730.97,18.272001373878428,-34.82183774450729,false,677161.56,18.27
2022,Eólica,81631.57,12.05496193949752,12.92864046025044,true,677161.56,12.05
2022,Solar fotovoltaica,30126.46,4.448932606712608,79.83498367049529,true,677161.56,4.45
2022,Nuclear,14559.01,2.1500058498680636,-0.9899929802846041,false,677161.56,2.15
2023,Hidráulica,425996.09,60.15880725293654,-0.2616311643262481,true,708119.24,60.16
2023,Térmica,121185.82,17.113759070182777,-2.0570030606307133,false,708119.24,17.11
2023,Eólica,95800.72,13.528896574441587,17.357440041970264,true,708119.24,13.53
2023,Solar fotovoltaica,50632.89,7.150333618426642,68.06782229102663,true,708119.24,7.15
2023,Nuclear,14503.72,2.048203484012445,-0.3797669607898402,false,708119.24,2.05
2024,Hidráulica,421799.22,56.13992979649777,-0.9851900127078483,true,751335.49,56.14
2024,Térmica,135450.7,18.027992086503797,11.77108205786137,false,751335.49,18.03
2024,Eólica,107654.03,14.328357079017001,12.372884684917151,true,751335.49,14.33
2024,Solar fotovoltaica,70664.7,9.405212815697848,39.562850698768685,true,751335.49,9.41
2024,Nuclear,15766.84,2.0985082222835807,8.708895905504388,false,751335.49,2.1
2025,Hidráulica,401415.45,51.735734510302464,-4.832575696022512,true,775895.91,51.74
2025,Térmica,154017.56,19.850286381950085,13.707465466382418,false,775895.91,19.85
2025,Eólica,116488.27,15.013388949211496,8.206139057265794,true,775895.91,15.01
2025,Solar fotovoltaica,88140.52,11.359837531932904,24.73061234284968,true,775895.91,11.36
2025,Nuclear,15834.12,2.0407526266030476,0.42671343602180833,false,775895.91,2.04
